Фирма,Область,Город,Дата накл,Факт.адрес доставки,Юр. адрес клиента,Клиент,Код клиента,Код подразд кл,ОКПО клиента,Лицензия,Дата окончания лицензии,Код товара,Штрих-код товара,Товар,Код мориона,ЕИ,Производитель,Поставщик,Количество,Склад/филиал
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул. Патона, 2/7","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_72,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів в.Мазепи,25 поліклініка 36,6","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_4,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Максимовича М., 11","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_77,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Грінченка, 2-А, кв.73","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_18,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Окуневського, 3","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_30,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Шевченка Т., 358","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_37,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Ю.Липи, 20","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_21,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Патона Є., 9/4","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_76,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, пр-т Червоної Калини, 36","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_54,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Личаківська, 152","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_47,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, м.Винники, вул.Івасюка, 31","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_41,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Максимовича М., 11","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_77,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/6/2021,"м.Львів, вул.Некрасова, 6,","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_32,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/1/2021,"м.Львів, вул.Патона Є., 9/4","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_76,30478073,АВ №599338,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/1/2021,"м.Львів, вул.Грінченка, 2-А, кв.73","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_18,30478073,АВ №599338,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",10,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/5/2021,"м. Львів, вул Мечникова, 8","Львівська обл., місто Львів, ВУЛИЦЯ ХУТОРІВКА, будинок 24","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ""МІЖЛІКАРНЯНА АПТЕКА № 266""",24390,24390_3,23970184,,,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів, вул.Широка, 67","Львівська обл., м.Львів, вул.Зелена, 54, приміщення 2","ЛЬВІВСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ, ПП",38373,38373_3,40353823,б/н,6/30/2061,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/4/2021,"А №10 м.Львів,вул.Франка,26","Львівська обл., місто Львів, ВУЛ.СЯЙВО, будинок 127","МАРКЕТ УНІВЕРСАЛ ЛТД , ТОВ",6920,06920_19,13838294,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/4/2021,"м.Львів, вул.Дж.Вашингтона, 8","Львівська обл., місто Львів, ВУЛ.СЯЙВО, будинок 127","МАРКЕТ УНІВЕРСАЛ ЛТД , ТОВ",6920,06920_36,13838294,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"А №24 м.Львів, вул.Личаківська, 55","Львівська обл., місто Львів, ВУЛ.СЯЙВО, будинок 127","МАРКЕТ УНІВЕРСАЛ ЛТД , ТОВ",6920,06920_27,13838294,,,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/4/2021,"м.Львів, вул.Городоцька, 181","Львівська обл., місто Львів, ВУЛ.СЯЙВО, будинок 127","МАРКЕТ УНІВЕРСАЛ ЛТД , ТОВ",6920,06920_30,13838294,,,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів вул.Городоцька, 141","Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ПАНІКАХИ, будинок 28-Д","МЕД - СЕРВІС ЛЬВІВ, ТОВ",33343,33343_4,34903875,АВ №599865,11/6/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів вул.Городоцька, 141","Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ПАНІКАХИ, будинок 28-Д","МЕД - СЕРВІС ЛЬВІВ, ТОВ",33343,33343_4,34903875,АВ №599865,11/6/2100,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"м.Львів вул.Городоцька, 141","Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ПАНІКАХИ, будинок 28-Д","МЕД - СЕРВІС ЛЬВІВ, ТОВ",33343,33343_4,34903875,АВ №599865,11/6/2100,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/13/2021,"Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Мариняк М.І.ФОП, м.Львів",25271,25271_3,3044709646,АВ №580118,4/5/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/4/2021,"Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Мариняк М.І.ФОП, м.Львів",25271,25271_3,3044709646,АВ №580118,4/5/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/5/2021,"Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Мариняк М.І.ФОП, м.Львів",25271,25271_3,3044709646,АВ №580118,4/5/2100,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/13/2021,"Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Львівська обл., м.Львів, м.Вінники, вул.Спортова, буд.3","Мариняк М.І.ФОП, м.Львів",25271,25271_3,3044709646,АВ №580118,4/5/2100,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/5/2021,"м. Львів, , вул. Виговського 1, 83, прим. 1","Львівська обл., Миколаївський р-н, смт.Розділ, вул.В.Стуса,5","Овсяник О.М., ФОП, смт.Розділ",26227,26227_4,2751008365,АЕ №295227,12/31/2021,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/5/2021,"м. Львів, , вул. Виговського 1, 83, прим. 1","Львівська обл., Миколаївський р-н, смт.Розділ, вул.В.Стуса,5","Овсяник О.М., ФОП, смт.Розділ",26227,26227_4,2751008365,АЕ №295227,12/31/2021,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/7/2021,"м.Львів,вул.Хімічна, 5","Львівська обл., місто Львів, ВУЛИЦЯ БОЙЧУКА, будинок 5, квартира 117","СОЛОМІЯ-СЕРВІС , ПП",2577,02577_10,30163496,,,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/4/2021,"м.Львів, вул.Мазепи І. гетьмана, 25а","Львівська обл., місто Львів, ВУЛИЦЯ БОЙЧУКА, будинок 5, квартира 117","СОЛОМІЯ-СЕРВІС , ПП",2577,02577_438,30163496,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/1/2021,"м. Львів. вул. Некрасова,15","Львівська обл., місто Львів, ВУЛИЦЯ БОЙЧУКА, будинок 5, квартира 117","СОЛОМІЯ-СЕРВІС , ПП",2577,02577_28,30163496,,,1323002,4820104990016,Бария сульфат д/рентгеноск.пор.д/п сусп.80г*,161310,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/12/2021,"м.Львів, вул.Дністерська, 17","Львівська обл., місто Львів, ВУЛИЦЯ ДНІСТЕРСЬКА, будинок 17","Фарматон , ТОВ",10492,10492_1,30994230,АВ №579265,12/31/2025,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"М.Львів вул.Богданівська,11","Львівська обл., Яворівський р-н, місто Яворів, ВУЛ. БОГУНА, будинок 16","Флис Т. М. , ФОП",16854,16854_9,3024605947,АВ №598996,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ЛЬВІВ,10/11/2021,"М.Львів вул.Богданівська,11","Львівська обл., Яворівський р-н, місто Яворів, ВУЛ. БОГУНА, будинок 16","Флис Т. М. , ФОП",16854,16854_9,3024605947,АВ №598996,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",5,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,МОСТИСКА,10/6/2021,"м.Мостиська, вул.Гайдамацька, 12, прим.2","м.Київ, Проспект Лісовий, будинок 39А","АВ Фармтрейд, ТОВ",41307,41307_20,41472099,б/н,10/19/2050,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",8,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,МОСТИСКА,10/5/2021,"Львівська обл., м.Мостиська, вул.Гайдамацька, 4","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_73,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НАГУЕВИЧИ,10/1/2021,"с.Нагуєвичі, вул.І.Франка, 248","Львівська обл., Дрогобицький район, село Нагуєвичі, ВУЛ.І.ФРАНКА, будинок 248",Бараняк Галина Василівна ФОП,36606,36606_1,2152917822,б/н,12/31/2060,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВОЯВОРОВСК,10/8/2021,"м.Новояворівськ вул Ст Бандери,19","Львівська обл., Яворівський район, місто Новояворівськ, ВУЛИЦЯ ШЕВЧЕНКА, будинок 5 А, квартира 20","Ангелюк О. Т. , ФОП",17374,17374_1,2512205500,АВ №598788,12/31/2025,1323009,,Протаргол Беби пор.д/р-ра д/интраназ.прим.0.1г фл.№1+р-ль одн.конт.крыш-кап.,410817,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",3,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВОЯВОРОВСК,10/13/2021,"Львівська обл.,м.Новояворівськ,вул.Степана Бандери,2","Львівська обл.,м.Новояворівськ,вул.Степана Бандери,2","Аптека №242 КП, Новояворовск(Льв.)",8525,08525_1,31103270,АВ №588376,4/19/2060,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВОЯВОРОВСК,10/5/2021,"Львівська обл.,м.Новояворівськ, вул.Шевченко Т., 2","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_79,36450032,АГ №501258,12/31/2100,4785001,4820104990139,"Протаргол пор.д/р-ра д/интраназ.прим.0,2г фл.№1 +р-ль конт.с наз.распыл./",605003,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВОЯВОРОВСК,10/8/2021,"Львівська обл.,м.Новояворівськ, вул.Шевченко Т., 2","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_79,36450032,АГ №501258,12/31/2100,1323006,,Протаргол пор.д/р-ра д/интраназ.прим.0.2г фл.№1+р-ль одн.конт.крыш-кап./,352806,ШТ,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВОЯВОРОВСК,10/1/2021,"м.Новояворівськ, вул.Ст.Бандери, 6","Львівська обл., Яворівський район, місто Яворів, ВУЛИЦЯ МАКОВЕЯ, будинок 94","РЕЦІПЕ, ТОВ",38501,38501_5,40452135,б/н,12/31/2065,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,НОВЫЙ РАЗДОЛ,10/11/2021,"Львівська обл., м.Новий Розділ, пр-т Шевченка, 36","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_86,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ПЕРЕМЫШЛЯНЫ,10/4/2021,"м.Перемишляни, вул. Привокзальна, 1 а","Львівська обл., місто Львів, ВУЛИЦЯ НЕЧУЯ- ЛЕВИЦЬКОГО, будинок 3","3І , ТОВ",6122,06122_42,19324053,АВ №518336,4/13/2061,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ПЕРЕМЫШЛЯНЫ,10/11/2021,"м.Перемишляни, вул.Боршівська, 28","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_53,30478073,АВ №599338,12/31/2025,1323005,,Глюкоза-тест пор.д/орал.р-ра 75г конт.,190533,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ПУСТОМИТИ,10/11/2021,"м.Пустомити, вул.Грушевського, 7","Львівська обл., місто Львів, ВУЛИЦЯ П.ПАНЧА, будинок 10, квартира 54","ДЕКАДА-2000, ТОВ",1116,01116_64,30478073,АВ №599338,12/31/2025,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",1,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ПУСТОМИТИ,10/11/2021,"м.Пустомити, вул.Грушевського, 38","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ КОТЛЯРЕВСЬКОГО, будинок 27","Ковальчук О.К. ,ФОП",43035,43035_1,2877109387,б/н,10/16/2050,1323011,4820104990221,Ксероформ пор.накож.10г флак.карт.уп,657565,УП,"ТОВ""Исток-Плюс"", м. Запоріжжя, Україна","Исток-плюс ООО,Запорожье(631)",2,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,ПУСТОМЫТЫ,10/2/2021,"м.Пустомити, вул.Грушевського, 68","Львівська обл., Пустомитівський район, місто Пустомити, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 68","Аптека Аронія , ПП",24700,24700_84,36450032,АГ №501258,12/31/2100,4785003,4820104990191,Стрептоцид порош.накож.15г фл.полимер.,530461,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",4,Львов Сводный
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,РАВА-РУССКИЙ,10/6/2021,"м.Рава-Руська, вул.1-го Листопада, 35","Львівська обл., місто Червоноград, ВУЛИЦЯ ВАСИЛЯ СТУСА, будинок 32","Галич-Полімед ТОВ, м. Червоноград",18931,18931_6,35928754,АЕ №192858,12/31/2025,4785004,4820104990054,Магния Сульфат пор.д/орал.прим.25г саше /,91490,УП,"ТОВ ""Исток-Плюс"", Україна","Исток-плюс ООО,Запорожье(631)",5,Львов Сводный
